scholarship_name,provider,field,state,Gender,Community,Religion,Education Qualification,Income,Annual-Percentage,amount,deadline,apply_link,eligible
Single Parent Child Scholarship 1564,NGO Foundation,Biotechnology,Sikkim,Female,SC,Christian,Postgraduate,Upto 3.5L,80-90,"Rs 3,000/year",10/30,https://scholarships.gov.in,1
District Topper Scholarship 1565,NGO Foundation,Medical,Tamil Nadu,Male,All,Sikh,Class 12,Upto 8L,90-100,"Rs 5,000/year",9/30,https://scholarships.gov.in,1
First Generation Learner Award 1566,Trust Fund,All,Rajasthan,Female,EWS,Sikh,Class 12,Upto 3.5L,90-100,"Rs 60,000/year",10/29,https://scholarships.gov.in,1
District Topper Scholarship 1567,District Collector Office,Engineering,Himachal Pradesh,Female,General,Christian,Postgraduate,No Limit,50-60,"Rs 50,000/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 1568,Trust Fund,Management,Maharashtra,Male,All,Hindu,Postgraduate,No Limit,50-60,"Rs 1,500/year",11/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 1569,State Education Board,Law,West Bengal,All,General,Hindu,PhD,No Limit,60-70,"Rs 50,000/year",11/31,https://scholarships.gov.in,1
District Topper Scholarship 1570,State Education Board,Engineering,Telangana,All,SC,All,PhD,Upto 1L,70-80,"Rs 30,000/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 1571,District Collector Office,Journalism,Kerala,All,ST,Sikh,Diploma,Upto 8L,80-90,"Rs 12,000/year",10/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 1572,District Collector Office,Design,Sikkim,Female,EWS,Buddhist,PhD,Upto 1L,60-70,"Rs 15,000/year",9/28,https://scholarships.gov.in,1
Women in STEM Scholarship 1573,Trust Fund,Science,Kerala,All,ST,Buddhist,PhD,Upto 1L,50-60,"Rs 35,000/year",12/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 1574,NGO Foundation,Education,Tamil Nadu,All,SC,Buddhist,PhD,Upto 2.5L,80-90,"Rs 8,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 1575,Trust Fund,Medical,Sikkim,Female,Minority,All,Diploma,No Limit,70-80,"Rs 60,000/year",10/28,https://scholarships.gov.in,1
Best Student Award Scholarship 1576,District Collector Office,Computer Science,Andhra Pradesh,Male,Minority,Christian,Class 12,No Limit,70-80,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1577,Zilla Parishad,Computer Science,Jammu & Kashmir,Male,Minority,Muslim,Undergraduate,Upto 3.5L,Above 75,"Rs 35,000/year",12/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 1578,District Collector Office,Biotechnology,Uttarakhand,Female,General,Jain,PhD,Upto 3.5L,90-100,"Rs 18,000/year",11/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 1579,State Education Board,Computer Science,Andhra Pradesh,Male,General,Sikh,PhD,Upto 8L,80-90,"Rs 50,000/year",10/31,https://scholarships.gov.in,1
Academic Excellence Grant 1580,Zilla Parishad,Management,Maharashtra,Female,EWS,All,Class 10,Upto 2.5L,Above 75,"Rs 12,000/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1581,State Education Board,Journalism,Mizoram,Male,ST,Buddhist,Class 10,No Limit,Above 60,"Rs 40,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 1582,State Education Board,Engineering,Andhra Pradesh,All,General,Muslim,Class 12,Upto 8L,Above 60,"Rs 1,500/year",10/28,https://scholarships.gov.in,1
Rural Student Scholarship 1583,Trust Fund,Agriculture,Uttarakhand,Male,Minority,Buddhist,Diploma,Upto 1L,80-90,"Rs 25,000/year",9/31,https://scholarships.gov.in,1
Rural Student Scholarship 1584,NGO Foundation,Education,Odisha,Male,SC,Christian,PhD,Upto 5L,90-100,"Rs 35,000/year",11/28,https://scholarships.gov.in,1
First Generation Learner Award 1585,NGO Foundation,Journalism,Kerala,Female,SC,Jain,Postgraduate,No Limit,90-100,"Rs 10,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 1586,State Education Board,Arts/Commerce,West Bengal,Female,General,All,Class 10,Upto 1L,60-70,"Rs 1,000/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 1587,District Collector Office,Design,Nagaland,All,SC,Sikh,Undergraduate,Upto 3.5L,70-80,"Rs 10,000/year",11/30,https://scholarships.gov.in,1
Best Student Award Scholarship 1588,District Collector Office,Education,Uttarakhand,Female,EWS,Buddhist,Undergraduate,No Limit,Above 60,"Rs 10,000/year",11/28,https://scholarships.gov.in,1
District Topper Scholarship 1589,Trust Fund,Architecture,Meghalaya,All,SC,Muslim,Class 10,Upto 5L,60-70,"Rs 75,000/year",10/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 1590,Zilla Parishad,Education,Mizoram,All,ST,Buddhist,Postgraduate,Upto 8L,60-70,"Rs 10,000/year",9/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 1591,District Collector Office,All,Manipur,All,ST,Jain,Postgraduate,Upto 8L,50-60,"Rs 75,000/year",12/28,https://scholarships.gov.in,1
Rural Student Scholarship 1592,District Collector Office,Engineering,Manipur,Male,OBC,Hindu,PhD,Upto 1L,80-90,"Rs 30,000/year",10/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1593,NGO Foundation,Medical,Kerala,Female,All,Sikh,Postgraduate,Upto 5L,90-100,"Rs 8,000/year",12/31,https://scholarships.gov.in,1
First Generation Learner Award 1594,NGO Foundation,Education,Assam,Male,SC,Hindu,Undergraduate,Upto 1L,90-100,"Rs 10,000/year",10/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 1595,District Collector Office,Agriculture,Nagaland,All,All,Christian,Undergraduate,Upto 1L,70-80,"Rs 25,000/year",12/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 1596,NGO Foundation,Engineering,Nagaland,Female,ST,Muslim,Class 12,Upto 1L,Above 60,"Rs 8,000/year",9/29,https://scholarships.gov.in,1
District Topper Scholarship 1597,NGO Foundation,Engineering,Madhya Pradesh,Male,OBC,All,Undergraduate,Upto 3.5L,90-100,"Rs 8,000/year",10/28,https://scholarships.gov.in,1
Rural Student Scholarship 1598,State Education Board,Medical,Meghalaya,Female,General,Buddhist,PhD,Upto 2.5L,80-90,"Rs 2,500/year",12/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 1599,Zilla Parishad,Architecture,Maharashtra,Male,SC,Buddhist,PhD,Upto 3.5L,90-100,"Rs 40,000/year",9/28,https://scholarships.gov.in,1
First Generation Learner Award 1600,Zilla Parishad,Arts/Commerce,Madhya Pradesh,All,All,Buddhist,Class 12,Upto 5L,70-80,"Rs 1,000/year",12/31,https://scholarships.gov.in,1
Academic Excellence Grant 1601,Zilla Parishad,Pharmacy,Jammu & Kashmir,Female,OBC,All,PhD,Upto 3.5L,80-90,"Rs 1,000/year",12/30,https://scholarships.gov.in,1
Best Student Award Scholarship 1602,Zilla Parishad,Pharmacy,Tripura,Male,OBC,Sikh,Class 12,Upto 8L,70-80,"Rs 25,000/year",11/28,https://scholarships.gov.in,1
BPL Student Aid 1603,District Collector Office,Medical,Meghalaya,All,OBC,All,Class 12,Upto 3.5L,50-60,"Rs 50,000/year",12/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 1604,Zilla Parishad,Law,Tripura,All,SC,Hindu,Diploma,Upto 5L,70-80,"Rs 40,000/year",9/28,https://scholarships.gov.in,1
First Generation Learner Award 1605,NGO Foundation,Architecture,Telangana,Male,OBC,Buddhist,Diploma,Upto 3.5L,60-70,"Rs 2,500/year",12/28,https://scholarships.gov.in,1
Women in STEM Scholarship 1606,NGO Foundation,Journalism,Tamil Nadu,All,EWS,Muslim,Undergraduate,Upto 2.5L,60-70,"Rs 8,000/year",9/28,https://scholarships.gov.in,1
Academic Excellence Grant 1607,NGO Foundation,Journalism,Jharkhand,Male,EWS,Sikh,Diploma,Upto 5L,60-70,"Rs 1,000/year",10/28,https://scholarships.gov.in,1
Backward Class Merit Award 1608,District Collector Office,Engineering,Uttarakhand,Female,SC,Muslim,PhD,No Limit,90-100,"Rs 35,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 1609,State Education Board,Law,Goa,All,OBC,Muslim,Class 12,No Limit,80-90,"Rs 25,000/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 1610,Zilla Parishad,Architecture,Andhra Pradesh,Female,Minority,Buddhist,Postgraduate,Upto 8L,Above 60,"Rs 75,000/year",12/30,https://scholarships.gov.in,1
BPL Student Aid 1611,Trust Fund,Agriculture,Madhya Pradesh,All,General,Hindu,Diploma,No Limit,50-60,"Rs 18,000/year",11/29,https://scholarships.gov.in,1
BPL Student Aid 1612,Zilla Parishad,Arts/Commerce,Arunachal Pradesh,All,EWS,Hindu,Class 12,Upto 1L,60-70,"Rs 50,000/year",12/31,https://scholarships.gov.in,1
Rural Student Scholarship 1613,Trust Fund,All,Punjab,Female,General,All,PhD,Upto 2.5L,Above 75,"Rs 20,000/year",10/31,https://scholarships.gov.in,1
Academic Excellence Grant 1614,Zilla Parishad,Pharmacy,Maharashtra,All,ST,Hindu,PhD,Upto 5L,Above 60,"Rs 12,000/year",10/30,https://scholarships.gov.in,1
Backward Class Merit Award 1615,Zilla Parishad,Science,Assam,Female,Minority,All,Diploma,Upto 8L,Above 60,"Rs 35,000/year",12/30,https://scholarships.gov.in,1
First Generation Learner Award 1616,District Collector Office,Education,Bihar,Male,General,Sikh,Diploma,Upto 3.5L,70-80,"Rs 35,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 1617,District Collector Office,Law,Assam,Female,All,Buddhist,Undergraduate,Upto 5L,50-60,"Rs 15,000/year",10/30,https://scholarships.gov.in,1
District Topper Scholarship 1618,NGO Foundation,All,Mizoram,Female,Minority,Sikh,Postgraduate,Upto 5L,80-90,"Rs 30,000/year",10/29,https://scholarships.gov.in,1
Rural Student Scholarship 1619,State Education Board,Management,Himachal Pradesh,Female,All,Sikh,Class 12,Upto 1L,90-100,"Rs 30,000/year",12/29,https://scholarships.gov.in,1
District Topper Scholarship 1620,District Collector Office,Agriculture,Madhya Pradesh,All,General,Sikh,PhD,Upto 1L,90-100,"Rs 6,000/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1621,State Education Board,Medical,Andhra Pradesh,All,SC,Christian,PhD,No Limit,50-60,"Rs 25,000/year",9/30,https://scholarships.gov.in,1
Best Student Award Scholarship 1622,Zilla Parishad,Biotechnology,Arunachal Pradesh,Female,All,Sikh,Postgraduate,Upto 5L,Above 60,"Rs 25,000/year",11/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1623,District Collector Office,Engineering,Madhya Pradesh,Female,ST,Christian,Class 12,Upto 2.5L,90-100,"Rs 75,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 1624,District Collector Office,Engineering,Karnataka,Male,ST,Buddhist,Undergraduate,Upto 8L,60-70,"Rs 15,000/year",11/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 1625,Zilla Parishad,Biotechnology,Manipur,All,ST,Muslim,Class 12,Upto 8L,50-60,"Rs 20,000/year",10/31,https://scholarships.gov.in,1
Women in STEM Scholarship 1626,Zilla Parishad,All,Sikkim,Male,All,Hindu,PhD,Upto 8L,Above 75,"Rs 1,000/year",9/29,https://scholarships.gov.in,1
Rural Student Scholarship 1627,State Education Board,Medical,Tripura,Male,ST,Muslim,Class 12,Upto 2.5L,Above 75,"Rs 40,000/year",11/31,https://scholarships.gov.in,1
Women in STEM Scholarship 1628,NGO Foundation,Law,Bihar,Male,ST,All,Diploma,Upto 8L,80-90,"Rs 75,000/year",12/29,https://scholarships.gov.in,1
Rural Student Scholarship 1629,Trust Fund,Pharmacy,Rajasthan,Female,Minority,Muslim,Diploma,Upto 8L,50-60,"Rs 3,000/year",11/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 1630,State Education Board,Medical,Telangana,Female,ST,Hindu,Class 12,No Limit,80-90,"Rs 18,000/year",9/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 1631,State Education Board,All,Uttar Pradesh,All,ST,Sikh,Postgraduate,Upto 5L,60-70,"Rs 75,000/year",12/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 1632,State Education Board,Journalism,Delhi,Female,All,Jain,Class 12,Upto 3.5L,70-80,"Rs 25,000/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1633,NGO Foundation,Pharmacy,Delhi,Female,Minority,Muslim,Undergraduate,Upto 5L,60-70,"Rs 6,000/year",9/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 1634,District Collector Office,Computer Science,West Bengal,Female,General,Jain,Class 12,Upto 8L,50-60,"Rs 75,000/year",9/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 1635,Zilla Parishad,Design,Punjab,Male,ST,All,Undergraduate,No Limit,70-80,"Rs 35,000/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 1636,Zilla Parishad,Management,West Bengal,Female,Minority,Sikh,Postgraduate,Upto 1L,Above 60,"Rs 40,000/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 1637,State Education Board,Management,Uttarakhand,All,SC,Hindu,Class 12,Upto 1L,50-60,"Rs 18,000/year",10/29,https://scholarships.gov.in,1
First Generation Learner Award 1638,Zilla Parishad,Design,Andhra Pradesh,Male,General,Sikh,Class 10,Upto 1L,50-60,"Rs 1,000/year",10/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 1639,State Education Board,Engineering,Punjab,Male,EWS,Hindu,Postgraduate,Upto 5L,Above 60,"Rs 1,500/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 1640,State Education Board,Arts/Commerce,Mizoram,Male,Minority,Buddhist,Class 12,Upto 1L,60-70,"Rs 75,000/year",10/28,https://scholarships.gov.in,1
District Topper Scholarship 1641,Trust Fund,Education,Himachal Pradesh,Female,OBC,Hindu,Diploma,Upto 3.5L,60-70,"Rs 35,000/year",11/28,https://scholarships.gov.in,1
Backward Class Merit Award 1642,NGO Foundation,Management,Maharashtra,All,General,Christian,Postgraduate,Upto 1L,60-70,"Rs 18,000/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 1643,NGO Foundation,Agriculture,Andhra Pradesh,Male,SC,Buddhist,Diploma,No Limit,60-70,"Rs 18,000/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 1644,State Education Board,Management,Delhi,All,General,Jain,Class 10,Upto 3.5L,90-100,"Rs 3,000/year",12/31,https://scholarships.gov.in,1
Rural Student Scholarship 1645,District Collector Office,Law,Telangana,Male,Minority,Jain,Class 10,Upto 8L,90-100,"Rs 35,000/year",10/28,https://scholarships.gov.in,1
Academic Excellence Grant 1646,NGO Foundation,Science,Odisha,All,General,Christian,Postgraduate,Upto 1L,80-90,"Rs 10,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 1647,Zilla Parishad,Engineering,Jharkhand,Female,SC,Christian,Class 10,Upto 2.5L,60-70,"Rs 2,500/year",10/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 1648,Trust Fund,Journalism,Uttarakhand,Male,Minority,Christian,Undergraduate,Upto 5L,50-60,"Rs 1,000/year",12/31,https://scholarships.gov.in,1
Best Student Award Scholarship 1649,District Collector Office,Medical,Karnataka,All,Minority,Jain,Class 12,Upto 3.5L,90-100,"Rs 35,000/year",12/28,https://scholarships.gov.in,1
Backward Class Merit Award 1650,Trust Fund,Engineering,Punjab,All,Minority,Muslim,Diploma,No Limit,90-100,"Rs 1,500/year",10/28,https://scholarships.gov.in,1
Women in STEM Scholarship 1651,Zilla Parishad,Management,Assam,All,ST,Christian,Class 10,Upto 8L,90-100,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
Women in STEM Scholarship 1652,NGO Foundation,Pharmacy,Sikkim,Female,Minority,Sikh,Diploma,Upto 1L,60-70,"Rs 3,000/year",9/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 1653,Trust Fund,Medical,Jammu & Kashmir,All,OBC,Christian,Undergraduate,Upto 1L,Above 75,"Rs 2,500/year",10/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 1654,State Education Board,Architecture,Uttarakhand,Female,All,Buddhist,PhD,Upto 2.5L,Above 60,"Rs 30,000/year",9/31,https://scholarships.gov.in,1
Backward Class Merit Award 1655,Zilla Parishad,Agriculture,Himachal Pradesh,Female,General,Hindu,Diploma,No Limit,50-60,"Rs 18,000/year",9/30,https://scholarships.gov.in,1
Academic Excellence Grant 1656,Trust Fund,Design,Odisha,Male,All,All,Class 10,Upto 5L,Above 60,"Rs 50,000/year",11/30,https://scholarships.gov.in,1
Academic Excellence Grant 1657,State Education Board,Journalism,West Bengal,Male,EWS,Muslim,Class 12,Upto 2.5L,60-70,"Rs 2,500/year",11/31,https://scholarships.gov.in,1
Academic Excellence Grant 1658,State Education Board,Computer Science,Mizoram,Male,ST,Buddhist,Class 10,Upto 1L,60-70,"Rs 30,000/year",12/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 1659,Trust Fund,Engineering,Assam,Male,All,Hindu,PhD,No Limit,Above 60,"Rs 12,000/year",12/31,https://scholarships.gov.in,1
District Topper Scholarship 1660,Trust Fund,All,Arunachal Pradesh,Female,Minority,Buddhist,Undergraduate,Upto 1L,Above 60,"Rs 10,000/year",12/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 1661,Zilla Parishad,Pharmacy,Bihar,Female,All,Sikh,Class 10,Upto 8L,Above 75,"Rs 60,000/year",9/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1662,Trust Fund,Science,Karnataka,Female,ST,Hindu,Undergraduate,No Limit,70-80,"Rs 40,000/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 1663,District Collector Office,Journalism,Jammu & Kashmir,Male,Minority,Buddhist,Diploma,No Limit,Above 75,"Rs 2,500/year",11/28,https://scholarships.gov.in,1
First Generation Learner Award 1664,Trust Fund,Management,Telangana,Male,SC,All,PhD,Upto 5L,60-70,"Rs 30,000/year",11/31,https://scholarships.gov.in,1
Rural Student Scholarship 1665,Zilla Parishad,Architecture,Gujarat,All,OBC,Sikh,PhD,Upto 5L,70-80,"Rs 3,000/year",12/30,https://scholarships.gov.in,1
District Topper Scholarship 1666,District Collector Office,Computer Science,Odisha,All,General,Jain,Postgraduate,Upto 2.5L,70-80,"Rs 5,000/year",11/29,https://scholarships.gov.in,1
Backward Class Merit Award 1667,Trust Fund,All,Karnataka,Female,Minority,Buddhist,PhD,Upto 8L,60-70,"Rs 60,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 1668,State Education Board,Science,Uttar Pradesh,All,General,Muslim,Class 10,Upto 2.5L,60-70,"Rs 10,000/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 1669,District Collector Office,All,Chhattisgarh,All,SC,Buddhist,PhD,Upto 8L,50-60,"Rs 1,000/year",10/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 1670,District Collector Office,Medical,Kerala,Female,Minority,Buddhist,Class 12,Upto 1L,Above 60,"Rs 60,000/year",10/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 1671,Trust Fund,Journalism,Uttar Pradesh,All,All,Hindu,Class 12,No Limit,80-90,"Rs 2,500/year",9/28,https://scholarships.gov.in,1
BPL Student Aid 1672,District Collector Office,Biotechnology,Jharkhand,Male,SC,Muslim,Undergraduate,Upto 1L,60-70,"Rs 25,000/year",11/30,https://scholarships.gov.in,1
Academic Excellence Grant 1673,District Collector Office,Engineering,Uttarakhand,All,EWS,Muslim,Postgraduate,Upto 5L,Above 75,"Rs 2,000/year",9/31,https://scholarships.gov.in,1
Backward Class Merit Award 1674,District Collector Office,Agriculture,Gujarat,All,OBC,Hindu,Undergraduate,No Limit,Above 75,"Rs 25,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 1675,NGO Foundation,Agriculture,Uttar Pradesh,Female,OBC,All,Postgraduate,Upto 1L,Above 60,"Rs 8,000/year",10/29,https://scholarships.gov.in,1
Best Student Award Scholarship 1676,NGO Foundation,Engineering,Goa,All,EWS,Hindu,PhD,Upto 5L,70-80,"Rs 40,000/year",10/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 1677,Trust Fund,Engineering,Karnataka,Female,ST,Sikh,PhD,Upto 8L,70-80,"Rs 35,000/year",9/28,https://scholarships.gov.in,1
Backward Class Merit Award 1678,State Education Board,Agriculture,Andhra Pradesh,Male,ST,Christian,Postgraduate,Upto 1L,90-100,"Rs 18,000/year",9/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 1679,Trust Fund,Arts/Commerce,Punjab,All,All,Buddhist,Diploma,Upto 5L,Above 75,"Rs 3,000/year",10/28,https://scholarships.gov.in,1
Rural Student Scholarship 1680,Zilla Parishad,Law,Telangana,Female,SC,Jain,Postgraduate,No Limit,50-60,"Rs 12,000/year",9/30,https://scholarships.gov.in,1
