gender,ug_course,ug_specialization,interests,skills,cgpa_percentage,job_title,source,linguistic,musical,bodily,logical,spatial,interpersonal,intrapersonal,naturalist
Male,B.Tech,Chemical Engineering,"Financial Analysis, News Coverage, Research, Social Justice, Teaching, Technology, Understand Human Behaviour","Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, Java, SQL, Oracle, Programming, People Management, Communication Skills, Work under Pressure, Leadership, News Gathering, Editing, Product Knowledge, Creativity Skills, Excel, Interpersonal Skills, Presentation Skills, Wealth Management, Problem Solving skills, Mass Communication, Writing, Risk Managing, Designing Skills",71.25,Student (Unemployed),career_recommender,,,,,,,,
Female,BMS,Sales & Marketing,Teaching,"Reading, Sales",75.05,Student (Unemployed),career_recommender,,,,,,,,
Male,BA,Sociology,Technology,"ML, Python, SQL, Excel, R, Tableau",65.55,Mechanical Engineer,career_recommender,,,,,,,,
Female,Arts,Literature,"Research, Teaching","Critical Thinking, Communication Skills, Leadership, Team work, Writing",66.5,Student (Unemployed),career_recommender,,,,,,,,
Female,B.Tech,Mechanical Engineering,News Coverage,"Communication Skills, Work under Pressure, Leadership, Team work, Excel, Problem Solving skills, Reading",70.3,Student (Unemployed),career_recommender,,,,,,,,
Male,MBA,BBA ,Sales/Marketing;Social Justice;Home interior design;Market reserach;Social media marketing,Active Listening;Hardware skills;Business Knowledge;Communication skills;Negotiation skills;Mass Communication;Problem Solving skills;Sales;Social Media Marketing;Hospitality;Good communication skills,66.5,Felix healtcare pvt ltd,career_recommender,,,,,,,,
Male,B.Tech,Mathematics,Data analytics;Market reserach;Industires;Product Life cycle Management;Sports Industry,Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Sales;HR,70,Engineer,career_recommender,,,,,,,,
Male,BBA,Statistics,Financial Analysis,Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Python;SQL,71,Operation Manager,career_recommender,,,,,,,,
Male,BE,Plastic Design,Design,Designing skills,68,Design engineer,career_recommender,,,,,,,,
Male,B.Tech,Electrical and Electronics Engineering,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",67.45,Teaching,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Design,"Proeficiency in Software like STAAD PRO, ETABS",68.4,Mechanical Design Engineer,career_recommender,,,,,,,,
Female,B.Sc,Chemistry,Teaching,"Critical Thinking, Analytic Thinking, Team work, Problem Solving skills, Reading",85.5,Teacher,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering ,Technology;Game industry;Market reserach;Information Technology,Programming Language skills;Linux;SQL;Java,80,Trainee consultant - Quality,career_recommender,,,,,,,,
Female,BALLB,Law,Litigation & Legal service,Critical Thinking;Gathering Information;Civil & Criminal Law,70.585,Lawyer -IPR,career_recommender,,,,,,,,
Male,B.Tech,Mechanical Engineering,Technology,"Team work, Observation Skills",73.15,Mechanical Engineer,career_recommender,,,,,,,,
Male,B.Sc,Computers,Sales/Marketing;Supply Chain Analysis;Data analytics,Analytical Skills;Machine Learning skills;Sales;Python;HR,65,Medical and sales reprasentative,career_recommender,,,,,,,,
Female,B.Com,"Accounts,public finance,ecoNAmics,business studies",Digital marketing,Social Media Marketing,58,Teaching job,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,Construction;Construction Manegement,construction management,64.6,Civil & Structural Engineer,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning;Project Management,"Proeficiency in Software like STAAD PRO, ETABS",78.185,Civil & Structural Engineer,career_recommender,,,,,,,,
Male,BCA,Science ,Technology;Data scientist;Information Technology,"Communication skills;Leadership;Problem Solving skills;Hospitality;HR;Client management;Good communication skills;Foreign languages french, Spanish ",72,Associate it consultant - erp,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Data Analytics,NO,66.5,Intern,career_recommender,,,,,,,,
Male,B.Tech,Electrical and Electronics Engineering,Technology,"ML, Python",72.12,Data Scientist,career_recommender,,,,,,,,
Male,Hsc,Communication & Political Science,"Sales/Marketing, Entrepreneurship, Understand Human Body","Leadership, Mass Communication, Reading, Sales",59,Tele-caller,career_recommender,,,,,,,,
Male,B.Tech,Electronics and Communication Engineering,Data Analytics,NO,65.55,Assistant system engineer trainee,career_recommender,,,,,,,,
Male,B.Tech,Electronics and Communication Engineering,"Research, Technology, Entrepreneurship","ML, Python, Critical Thinking, Analytic Thinking, SQL, Editing, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Reading",76,Student (Unemployed),career_recommender,,,,,,,,
Male,BE,Automobile Engineering,Research;Social Justice;Teaching;Technology,Leadership;Product knowledge;Problem Solving skills,77.9,GAT- Engine testing engineer,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",86.45,Civil & Structural Engineer,career_recommender,,,,,,,,
Male,B.Tech,Civil Engineering,Infrastructure;Social causes;Industires;Design;Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",91.295,Civil & Structural Engineer,career_recommender,,,,,,,,
Female,BBA,Literature,Social Justice,Analytic Thinking,76,Housewife,career_recommender,,,,,,,,
Male,M.Tech,Electrical and Electronics Engineering,Technology;Supply Chain Analysis,Communication skills;Presentation Skills;Artificial Intelligence,79,sub Engineer,career_recommender,,,,,,,,
Male,B.Tech,Electrical and Electronics Engineering,Teaching;Technology;Trading,People management;Architecture,69,Site Engineer,career_recommender,,,,,,,,
Female,B.Tech,Electronics and Communication Engineering,Entrepreneurship,"Java, SQL",74.1,Java Developer,career_recommender,,,,,,,,
Male,B.Sc,Physics,Technology,"AI, Python, Editing, Problem Solving skills",79.8,Student (Unemployed),career_recommender,,,,,,,,
Female,BA,General,News Coverage;Data analytics;Govt. Job;Infrastructure,Business Knowledge;People management;Product knowledge,77,Telemarketer,career_recommender,,,,,,,,
Male,TYB.COM,Commerce,Entrepreneurship,"Active Listening, Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Product Knowledge, Creativity Skills, Market Study, Team work, Logical Skills, Presentation Skills, Writing, Observation Skills",28.5,Student (Unemployed),career_recommender,,,,,,,,
Male,B.Tech,Electrical and Electronics Engineering,"Web development,Information Technology,Blockchain,Digital marketing,Game industry",DevOps;Kubernetes;Docker;Jenkins;Linux;Bash Script;Grafana;Elastic Stack (ELK);Amazon Web Services (AWS);Git;Linux System Administration;Ansible;Elasticsearch;OpenStack;Apache Kafka;Redis;docker;Bash;prometheus;Nginx,68.115,DevOps Engineer,career_recommender,,,,,,,,
Male,B.Tech,Electrical and Electronics Engineering,Data Analytics,"C,C++,Java,JavaScript,Python",78.85,Software developer,career_recommender,,,,,,,,
Male,B.Sc,Physics,Technology,"Active Listening, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, SQL, Communication Skills, News Gathering, Editing, Creativity Skills, Team work, Excel, Presentation Skills, C++, Writing, Reading, Designing Skills",76.95,Data entry operatorÂ,career_recommender,,,,,,,,
Female,BBA,Business Administration,Understand human behaviour;Retailer;Service;Social causes,Recruiting,76.95,HR executive,career_recommender,,,,,,,,
Female,M.Sc,Science,Understand human body;Content Writing;Digital marketing;Product Life cycle Management,Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge,82,Senior Editor,career_recommender,,,,,,,,
Male,B.Tech,Electronics ,Financial Analysis;Research;Sales/Marketing;Technology;Supply Chain Analysis;Data analytics;Digital marketing;Market reserach;Social media marketing;Machine Learning;Sports Industry;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills,69,BUSINESS DEVELOPMENT MANAGER,career_recommender,,,,,,,,
Male,BE,Automobile Engineering,"Financial Analysis, Sales/Marketing, Technology, Trading, Entrepreneurship","Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, Leadership, Market Study, Team work, Interpersonal Skills, Wealth Management, Risk Managing",71.63,Student (Unemployed),career_recommender,,,,,,,,
Male,B.E,Automobile Engineering,"News Coverage, Research, Social Justice, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Artistic skills, Business Knowledge, People Management, Editing, Product Knowledge, Creativity Skills, Team work, Designing Skills",73.245,Project Associate,career_recommender,,,,,,,,
Male,Diploma,Mechanical Machines ,Technology,Critical Thinking;People management;Leadership;Product knowledge;Problem Solving skills;SAP,60,Technical Associate,career_recommender,,,,,,,,
Male,Degree,Bio technology,Sales/Marketing,Sales,60,BusinessÂ,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Technology,"AI, ML, Python",85.5,Data Scientist,career_recommender,,,,,,,,
Female,B.Com,Accountancy,Financial Analysis,Accounting Skills,82,Tech supportÂ,career_recommender,,,,,,,,
Female,BMS,Sales & Marketing,"Research, Teaching, Technology, Entrepreneurship","Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge",80,HR,career_recommender,,,,,,,,
Female,B.Tech,CEE,Data Analytics,Python,85.5,Software developer,career_recommender,,,,,,,,
Female,B.Sc,Computers,Social Justice;Understand human behaviour;Gardening;Social causes;All fields related to Data science.;Information Technology,Active Listening;Gathering Information;Business Knowledge;Good communication skills,70,Researcher,career_recommender,,,,,,,,
Male,BE,Computer Science Engineering,Data Analytics,NO,66.5,Software Developer,career_recommender,,,,,,,,
Female,BA,Advertising,Research;Sales/Marketing;Understand human behaviour;Content Writing,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Social Media Marketing;Presentation Skills;Content creation,82.65,Content writer and creative strategist,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Software Job,"JS, PHP,CSS,HTML, Android",78.85,IT Engineer,career_recommender,,,,,,,,
Female,BE,Elections and telecommunication engineering,Teaching;Understand human behaviour;Web Designing,Python;SQL;Java;Cloud Computing,78.67,Software testing,career_recommender,,,,,,,,
Male,BCA,Computer Applications,Web development,Programming Language skills;SQL;Java;Cloud Computing,63.46,Programmer analyst,career_recommender,,,,,,,,
Male,B.Com,Accountancy,"Financial Analysis, News Coverage, Research, Sales/Marketing, Trading, Entrepreneurship","Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Cost Accounting, Excel",80.75,Student (Unemployed),career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Software Job,"Full stack, SQL",78.85,QA Analyst,career_recommender,,,,,,,,
Male,BCA,Software Development,Financial Analysis;Research;Social Justice;Teaching;Trading;Content Writing,Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Java,62.35,Entry Level Software Engineer,career_recommender,,,,,,,,
Female,B.Tech,Computer Science Engineering,Technology,"Python, Java, SQL",72.96,PAT,career_recommender,,,,,,,,
Female,B.Com,Computer Applications,Teaching,Derivatives,65.55,Computer Software Engineer,career_recommender,,,,,,,,
Male,BE,Mechanical Engineering,Supply Chain Analysis;SAP Consultant in MM,People management;SAP,60.75,SAP consultant,career_recommender,,,,,,,,
Male,B.Tech,Computer Science Engineering,Data Analytics,NO,74.1,FSC,career_recommender,,,,,,,,
Male,MA,Sociology,Sales/Marketing;Understand human behaviour;Social causes;Customer care,Active Listening;Communication skills;Product knowledge;Problem Solving skills;Hospitality,51,Customer care,career_recommender,,,,,,,,
Female,B.Tech,Computer Science Engineering,Technology,"SQL, Communication Skills",72.01,Computer Software Engineer,career_recommender,,,,,,,,
Male,BBA,Financial Analyst,Financial Analysis,"
Project Finance;Financial Modeling;Business Strategy",83.98,Financial Analyst,career_recommender,,,,,,,,
Male,B.Tech,Psychology,"Research, Social Justice, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills",85.5,Psychologist,career_recommender,,,,,,,,
