college_name,state,stream,ug_fee,pg_fee,rating,academic_score,placement_score,source,city,college_type
Amrita School Of Engineering,Kerala,"B.Tech Computer Science and Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering Artificial Intelligence, MCA, M.Tech Computer Science and Engineering, M.Tech Cyber Security, M.Tech E-Learning Technologies, M.Tech Power and Energy Engineering, M.Tech Thermal and Fluid Engineering, M.Tech VLSI Design, M.Tech Wireless Networks and Applications, Ph.D Cyber Security Systems and Networks, Ph.D Earth Sciences",344833.3333,,,,,engineering_india,Vallikavu,Private
Punjabi University,Punjab,"BA, BA, BA, BA, BA, BA, BA, BCA, BA, B.Com, B.Com, B.Com, BA, BA, BA, BA, MBA, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, BA, BA, BA, M.Sc Mathematics, BA, B. Tech Civil Engineering, B. Tech Computer Engineering, B. Tech Electronics and Communication Engineering, B. Tech Mechanical Engineering, B.Com, B.Com, B.Com, B.Ed, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, BA LLB, B.Com, B.Sc Agriculture Hons, BA, BA, BA, BA LLB, BA LLB, BCA, PGDCA, PGDCA, BBA, BCA, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, MCA, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com Accounting Hons, B.Com Hons, B.Com Hons, B.Com LLB, B.Com LLB, B.Sc Agriculture Hons, B.Tech Mechanical Engineering, BA LLB, BA LLB, BA LLB Integrated, BA Social Sciences Hons, BCA, BCA, BCA, LLB, LLB, LLB, MBA, MBA, MBA, MCA, MCA, PGDCA, PGDCA, LLB, MBA, B.Com, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.P.E, B.P.Ed, B.Sc Agriculture, B.Sc Medical, B.Sc Non Medical, BBA, BBA, BBA, BBA, BBA, BBA, BCA, BCA, BCA, MBA Correspondence, M.Sc Mathematics, PGDCA, PGDCA, B.Com, B.Com, B.Sc Agriculture, B.Sc Agriculture, B.Sc Agriculture, B.Sc Agriculture, B.Sc Biotechnology Hons, B.Sc Medical, B.Sc Medical, B.Sc Non Medical, B.Sc Non Medical, B.Sc Non Medical, B.Sc-Computer Science, Statistics and Mathematics, BA, BA, BA, BA, BA, BA, BA, BA LLB, BA Physical Education, BA Physical Education, BA Physical Education, BCA, BCA, BCA, BCA, BCA, BCA, BCA, BCA, BCA, BCA, BCA Self Financed, LLB, M.Sc Information Technology, M.Sc Information Technology Lateral Entry, MBA Financial Markets and Applied Management Integrated, PGDCA, PGDCA, PGDCA, B.Sc Medical, B.Sc Non Medical, B.Com, B.Sc Medical, B.Sc Non Medical, MA Economics, MA Political Science, M.Com Finance, PGDCA, MA Economics, MA English, ANM, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com, B.Com Accounting and Finance, B.Com Accounting and Finance, B.Com Accounting and Finance, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons, B.Com Hons Self Finance, B.Com Self Finance, B.Pharma, B.Sc Agriculture, B.Sc Fashion Technology, B.Sc Hospitality and Hotel Management, B.Sc Medical, B.Sc Medical, B.Sc Non Medical, B.Sc Non Medical, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering Integrated, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering Integrated, B.Tech Electronics and Computer Engineering, B.Tech Mechanical Engineering Integrated, BA, BA LLB, BA LLB Integrated, BA Professional, BA Professional, BA Social Sciences, BBA, BBA, BBA, BCA, BCA, BCA, BHM, BHMCT, Diploma in Computer Engineering, Diploma in Electronic and Communication Engineering, Diploma in Library Science, Diploma in Mechanical Engineering, GNM, LLB",137022.6667,,3.34,,,engineering_india,Patiala,Public/Government
Rajagiri School Of Engineering And Technology,Kerala,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Applied Electronics and Instrumentation, B.Tech Civil Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Information Technology, M.Tech Communication Engineering, M.Tech Computer Science and Information Systems, M.Tech VLSI Design and Embedded Systems, M.Tech Industrial Drives and Control, M.Tech Network Engineering, M.Tech Signal Processing, Ph.D Computer Science and Engineering, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Information Technology, Ph.D Mathematics, Ph.D Mechanical Engineering",259384.6154,,3.03,,,engineering_india,Kochi,Private
Government College Of Engineering And Ceramic Technology,West Bengal,"B.Tech Ceramic Technology, B.Tech Computer Science and Engineering, B.Tech Information Technology, M.Tech Ceramic Technology, M.Tech Information Technology, B.Tech Ceramic Technology Lateral Entry, B.Tech Computer Science and Engineering Lateral Entry, B.Tech Information Technology Lateral Entry, Ph.D Ceramic Technology, Ph.D Information Technology",58760,,3.13,,,engineering_india,Kolkata,Public/Government
Bvv Sangha'S Basaveshwar Engineering College,Karnataka,"BE Civil Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Computer Science and Engineering, BE Information Science and Engineering, BE Electrical and Electronics Engineering, MBA, BE Automobile Engineering, BE Biotechnology, BE Electronics and Instrumentation Engineering, BE Industrial and Production Engineering, M.Tech Computer Science and Engineering, M.Tech Digital Communication, M.Tech Environmental Engineering, M.Tech Geotechnical Engineering, M.Tech Machine Design, M.Tech Structural Engineering, M.Tech Power System, M.Tech Production Technology, MCA, MS by Research Biotechnology, MS by Research Civil Engineering, MS by Research Computer Science and Engineering, MS by Research Electrical and Electronics Engineering, MS by Research Electronics and Communication Engineering, MS by Research Industrial Production and Engineering, MS by Research Mechanical Engineering, MS by Research Physics, Ph.D Biotechnology, Ph.D Civil Engineering, Ph.D Computer Science, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Industrial Production Engineering, Ph.D Mechanical Engineering, Ph.D Physics",210526.3158,,3.34,,,engineering_india,Bagalkot,Private
Nie Institute Of Technology,Karnataka,"BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Information Science and Engineering, BE Mechanical Engineering",237000,,,,,engineering_india,Anagahalli,Private
Techno International New Town,West Bengal,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Applied Electronics and Instrumentation Engineering, B.Tech Information Technology, BBA, BCA, MCA, M.Tech Electrical Engineering",294000,,,,,engineering_india,New Town,Private
Rajarajeswari College Of Engineering,Karnataka,"BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Civil Engineering, BE Electrical and Electronics Engineering, BE Information Science and Engineering, MBA, MCA, M.Tech Computer Science and Engineering, M.Tech Digital Electronics and Communication Engineering, BE Telecommunication Engineering, M.Tech Communication Systems, M.Tech Computer Network and Engineering, M.Tech Thermal Power Engineering, Ph.D Chemistry, Ph.D Computer Science and Engineering, Ph.D Electronics and Communication Engineering, Ph.D Management Studies, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Physics",140615.3846,,3.37,,,engineering_india,Bengaluru,Private
Government College Of Engineering And Research,Maharashtra,"B.Tech Automobile Engineering, B.Tech Civil Engineering, B.Tech Computer Engineering, B.Tech Electronics and Telecommunication Engineering, B.Tech Instrumentation and Control Engineering, B.Tech Mechanical Engineering",99450,,,,,engineering_india,Awasari Khurd,Public/Government
Dr Br Ambedkar University,Uttar Pradesh,"BA, B.Sc, BA, BA, B.Com, BA, B.Com, BA, BA, BA, BA, B.Sc, B.Sc, B.Sc Agriculture, BA, BA LLB, BBA, BCA, LLB, LLB, B.Ed, B.Com, B.Sc-Botany, Chemistry and Zoology, B.Sc-Chemistry, Mathematics and Physics, B.Sc-Computer Science, Mathematics and Physics, LLB, LLB, B.Sc Maths Group, B.Sc-Botany, Chemistry and Seed Technology, B.Ed, B.Ed, B.Ed, B.Ed, B.Sc Computer Science, MA Education, B.Com, B.Com, B.Com, B.Sc Biology, B.Sc Mathematics, B.Sc-Physics, Chemistry and Mathematics, B.Sc-Zoology, Botany and Chemistry, BA LLB, BA LLB, BA LLB, BA LLB, LLB, LLB, LLB, B.Ed, MBBS, MBBS, B.Sc Agriculture Science, B.Sc Biology, B.Sc Mathematics, BBA, BCA, MA Education, MBBS, B.Sc Home Science, BA LLB, BA LLB, BA LLB, BA LLB, BA LLB, BA LLB Integrated, BA LLB Integrated, LLB, LLB, LLB, LLB, LLB, M.Com, MBA, MBA, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, B.Ed, BAMS, BDS, BDS, BHMS, BHMS, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, MA Hindi, MBBS, B.Ed, B.Ed, B.Ed, M.Sc Mathematics, MA Drawing, MA Economics, MA English, MA English, MA Geography, MA Hindi, MA Political Science, MA Psychology, MA Sanskrit, MA Sociology, B.Com, B.Com Advertising Sales Promotion and Sales Management Vocational, B.Sc Computer Applications Vocational, B.Sc Computer Science, B.Sc Instrumentation Vocational, B.Sc Optical Instrumentation Vocational, B.Tech Civil Engineering, B.Tech Electical Engineering, BBA, BBA, BE Civil Engineering, BE Computer Science and Engineering, BE Electrical Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, M.Com, M.Com Accounts and Law, M.Com Applied Business Economics, M.Com Business Administration, M.Sc Mathematics, M.Sc Mathematics, MA Economics, MA English, MA Geography, MA Hindi, MA Mathematics, MA Military Science, MA Political Science, MA Sociology, MA Sociology, MBA, MBA Part Time, PGDM, B.Ed, B.Ed, B.Ed, B.Lib.I.Sc, B.P.Ed, B.P.Ed, B.P.Ed, B.P.Ed, B.P.Ed, BAMS, BHMS, BHMS, D.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, D.El.Ed, M.Ed, M.Ed, M.Ed, M.Ed, M.Ed, M.Ed, PGD Computer Programming, PGDCP, B.Tech Computer Science Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, MSW, BHMS, BUMS, MA Mathematics, MCA, MCA, MBA, MBA Part Time, B.Sc Biotechnology, B.Sc Biotechnology Self Finance, B.Sc Seed Technology Self Finance, BA, BA Vocational, BBA Hotel Management, Diploma in French, Diploma in German, Diploma in Russian, M.Com, M.Com, M.Com, M.Lib.I.Sc, M.Phil Hindi, M.Phil Linguistics, M.Phil Sanskrit, M.Sc Botany Self Finance, M.Sc Chemistry, M.Sc Chemistry, M.Sc Chemistry Self Finance, M.Sc Computer Science, M.Sc Computer Science Self Finance, M.Sc Computer Sciences, M.Sc Computer Sciences, M.Sc Geology, M.Sc Physics, M.Sc Physics Self Finance, M.Sc Zoology Self Finance, MA English, MA Hindi, MA History, MA Journalism, MA Linguistics, MA Political Science, MA Psychology, MA Sanskrit, MA Sociology, MBA Travel and Tourism Management, PGD Archival Studies, PGD Hotel and Tourism Management, PGDCA, M.Sc Home Science, M.Sc Mathematics, MA Statistics, PGDCA, PGDCA, BFA Applied Art, BFA Painting, BFA Sculpture, M.Ed, M.Phil History, M.Sc Biochemistry, M.Sc Biotechnology, M.Sc Botany, M.Sc Chemistry, M.Sc Environmental Science, M.Sc Environmental Toxicology, M.Sc Forestry, M.Sc Microbiology, M.Sc Physics, M.Sc Zoology, MA Music, MFA Applied Art, MFA Painting, MFA Sculpture, PGD Journalism and Mass Communication, M.Ed, M.Phil Chemistry, M.Phil Mathematics, M.Phil Physics, M.Phil Sociology, M.Phil Statistics, M.Phil Zoology, M.Sc Botany, M.Sc Chemistry, M.Sc Mathematics, M.Sc Zoology, M.Sc Zoology, MD General Medicine, M.Sc Botany, Ph.D Physics, MS General Surgery, Ph.D Environmental Science, Ph.D Hindi, Ph.D Home Science, Ph.D Linguistics, Ph.D Sanskrit, MD Anesthesiology, MD Pathology, MD Ayurved Samhita and Siddhanta, MD Community Medicine, MD Hom Meteria Medica, MD Hom Organon of Medicine with Homoeopathy Philosophy, MD Hom Pediatrics, MD Hom Practice of Medicine, MD Hom Psychiatry, MD Hom Repertory, MD Homeopathy Pharmacy, MD Homoeopathic Materia Medica, MD Homoeopathic Materia Medica, MD Homoeopathic Pharmacy",326742.5743,,,,,engineering_india,Agra,Public/Government
Dy Patil College Of Engineering,Maharashtra,"BE Civil Engineering, BE Computer Engineering, BE Electronics and Telecommunication Engineering, BE Information Technology, BE Mechanical Engineering, BE Civil Engineering II Shift, BE Instrumentation and Control Engineering, BE Mechanical Engineering II Shift, BE Production Sandwich, ME Computer Science, ME Communication Networks, ME Construction and Management, ME Design Engineering, ME Environmental Engineering, ME Heat Power, ME VLSI and Embedded Systems, ME Production Engineering",375352.9412,,3.06,,,engineering_india,Pimpri-Chinchwad,Private
Vidyavardhaka College Of Engineering,Karnataka,"BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Information Science and Engineering, MBA, BE Civil Engineering, BE Electrical and Electronics Engineering, M.Tech Computer Science and Engineering, M.Tech Machine Design, M.Tech Signal Processing",196666.6667,,3.01,,,engineering_india,Mysuru,Private
Amc Engineering College,Karnataka,"BE Computer Science and Engineering, BE Mechanical Engineering, BE Electronics and Communication Engineering, BE Information Science and Engineering, MBA, MCA, BE Civil Engineering, BE Electrical and Electronics Engineering, BE Mechatronics Engineering, M.Tech Computer Science and Engineering, M.Tech Digital Electronics and Communication Engineering, M.Tech Computer Network and Engineering, M.Tech Machine Design, M.Tech Power System Engineering, M.Tech VLSI Design and Embedded Systems, M.Tech Information Technology, M.Tech Software Engineering, MCA Lateral Entry",345294.1176,,2.77,,,engineering_india,Bengaluru,Private
Sam Higginbottom Institute Of Agriculture Technology And Science,Uttar Pradesh,"B.Sc Agriculture Hons, B.Com, B.Ed, BA Theology Hons, Bachelor of Divinity, B.Sc Horticulture Hons, B.Tech Agricultural Engineering, B.Tech Civil Engineering, B.Tech Dairy Technology, B.Tech Food Technology, B.Tech Mechanical Engineering, BA, M.Com, B.P.Ed, B.Tech Computer Science and Engineering, Diploma in Theology, Ph.D Theology, MA Theology, Master of Theology, B. Pharma, B.Pharma, B.Sc Animal Husbandry and Dairying, B.Sc Biotechnology Hons, B.Sc Community Science Hons, B.Sc Computer Science, B.Sc Food Technology Hons, B.Tech Biotechnology, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, BBA Agribusiness Management Hons, BBA Hons, BCA, BCA, D.Pharma, Diploma in Pharmacy, MCA, MCA, B.Sc Food Nutrition and Dietics Hons, B.Sc Medical Lab Technology, B.Sc Microbiology Hons, B.Tech Biochemical Engineering, B.Tech Bioinformatics, B.Tech Environmental Engineering, BA Journalism and Mass Communication, BPT, Diploma in Dairy Husbandry, Diploma in Dairy Technology, GNM, M.Sc Agricultural Agronomy, M.Sc Agricultural Economics, M.Sc Agricultural Extension and Communication, M.Sc Agricultural Horticulture Vegetable Science, M.Sc Entomology, M.Sc Floriculture and Land Scaping, M.Sc Fruit Science, M.Sc Genetics and Plant Breeding, M.Sc Plant Pathology, M.Sc Seed Science and Technology, M.Sc Soil Science and Agriculture Chemistry, M.Tech Computer Science and Engineering, M.Tech Computer Science and Engineering, M.Tech Software Engineering, MPH, M.Sc Agricultural Plant Pathology, M.Tech Communication System Engineering, M.Tech Communication System Engineering, M.Ed, B.Lib.I.Sc, BA Psychology Hons, Diploma in Fashion Technology, Diploma in Fashion Technology, M.Com Financial Accountancy, M.Lib.I.Sc, M.Sc Agrometeorology, M.Sc Botany, M.Sc Chemistry, M.Sc Computer Science, M.Sc Computer Science, M.Sc Dairy Technology, M.Sc Dairy Technology, M.Sc Environmental Science, M.Sc Extension Education and Community Management, M.Sc Family Resource Management, M.Sc Food Science and Nutrition, M.Sc Food Technology, M.Sc Food Technology, M.Sc Forensic Science, M.Sc Human Development and Family Studies, M.Sc Mathematics, M.Sc MLT Clinical Biochemistry, M.Sc MLT Microbiology and Immunology, M.Sc Plant Physiology, M.Sc Silviculture and Agroforestry, M.Sc Textiles and Apparel Designing, M.Tech Agricultural Water Management, M.Tech Agricultural Water Management, M.Tech Agriculture and Food Process Engineering, M.Tech Dairy Technology, M.Tech Dairy Technology, M.Tech Energy Management, M.Tech Farm Machinery and Power Engineering, M.Tech Farm Machinery and Power Engineering, M.Tech Food Engineering, M.Tech Food Process Engineering, M.Tech Food Process Engineering, M.Tech Food Process Technology, M.Tech Food Safety and Quality Assurance, M.Tech Irrigation and Drainage Engineering, M.Tech Irrigation and Drainage Engineering, M.Tech Mechatronics, M.Tech Mechatronics, M.Tech Power System, M.Tech Power Systems, M.Tech Processing and Food Engineering, M.Tech Production and Industrial Engineering, M.Tech Production Engineering, M.Tech Soil Water Conservation Engineering, M.Tech Soil Water Conservation Engineering, M.Tech Water Resource Engineering, M.Tech Water Resource Engineering, MA Economics, MA Education, MA English, MA Mass Communication, MA Sociology, MSW, PG Diploma in Agricultural Water Management, PG Diploma in Watershed Management, PGD Agricultural Water Management, PGD Nano Biotechnology, PGD Watershed Management, BA Animation and Visual Effects, M.Sc Agricultural Microbiology, M.Sc Agriculture Biotechnology, M.Sc Agriculture Microbiology, M.Sc Biotechnology, M.Sc Microbiology, M.Sc Physics, M.Phil Transgenic Technology, M.Sc Agriculture Biochemistry, M.Sc Animation and Visual Effects, M.Sc Anthropology, M.Sc Biochemistry, M.Sc Bioinformatics, M.Sc Clinical Psychology, M.Sc Counselling Psychology, M.Sc Forest Biology and Tree Improvement, M.Sc Human Resource Management, M.Sc Remote Sensing and GIS, M.Sc Wildlife Science, M.Tech Bioinformatics, M.Tech Biotechnology, M.Tech CAD CAM, M.Tech CAD CAM, M.Tech Construction Engineering and Management, M.Tech Control and Instrumentation, M.Tech Control and Instrumentation, M.Tech Environmental Engineering, M.Tech Environmental Engineering, M.Tech Fluids Engineering, M.Tech Fluids Engineering, M.Tech Food Laws and Policies, M.Tech Food Laws and Policies, M.Tech Food Quality Management, M.Tech Food Quality Management, M.Tech Food Safety and Quality Assurance, M.Tech Food Supply Chain Management, M.Tech Food Supply Chain Management, M.Tech Industrial and Management Engineering, M.Tech Industrial Engineering and Management, M.Tech Machine Design, M.Tech Machine Design, M.Tech Microwave Communication Engineering, M.Tech Microwave Communication Engineering, M.Tech Optical Fiber Communication Engineering, M.Tech Optical Fiber Communication Engineering, M.Tech Power Electronics, M.Tech Power Electronics, M.Tech Refrigeration and Air Conditioning, M.Tech Refrigeration and Air Conditioning, M.Tech Remote Sensing and Geographical Information System, M.Tech Remote Sensing and Geographical Information System, M.Tech Renewable Energy Engineering, M.Tech Renewable Energy Engineering, M.Tech Signal Processing, M.Tech Signal Processing, M.Tech Structural Engineering, M.Tech Structural Engineering, M.Tech Thermal Engineering, M.Tech Thermal Engineering, M.Tech Transportation Engineering, M.Tech Transportation Engineering, M.Tech VLSI and Embedded System, M.Tech VLSI and Embedded System, M.Tech Wireless Communication Engineering, M.Tech Wireless Communication Engineering, MA Anthropology, MA Film Making and Mass Communication, PG Diploma in Renewable Energy, PGD Agroinformatics, PGD Remote Sensing and Geographical Information System, PGD Renewable Energy, M.Tech Construction Engineering and Management, M.Sc Animal Genetics and Breeding, M.Sc Animal Nutrition, M.Sc Livestock Production and Management, M.Sc Poultry Husbandry, B.Sc Animation and Visual Effects, B.Sc Film Makiing and Mass Communication, B.Sc Forestry Hons, B.Sc-Life Science, Chemistry and Forensic Science, B.Sc-Physics, Chemistry and Mathematics, B.Sc-Physics, Mathematics and Computer Science, B.Sc-Zoology, Botany and Chemistry, B.Tech Electrical and Electronics Engineering, M.Tech Energy Management, MA Animation and Visual Effects, MA Christian Ministry, MA Christian Theology, MA History of Christianity, MA New Testament, MA Old Testament, MA Religions, MBA, MBA Agribusiness, PG Diploma in Nanobiotechnology, Ph.D Community Science, Ph.D Food Nutrition and Dietetics",180997.0046,,3.14,,,engineering_india,Allahabad,Public/Government
