job_title,education_level,years_experience,salary,country,company,location,job_roles
Sales Associate,0.0,1.0,25000.0,USA,,,
Data Scientist,3.0,15.0,150000.0,USA,,,
Software Developer,1.0,3.0,60000.0,China,,,
Software Engineer,1.0,5.0,80000.0,UK,,,
Marketing Manager,2.0,3.0,60000.0,UK,,,
Data Scientist,3.0,12.0,130000.0,China,,,
Human Resources Coordinator,1.0,2.0,45000.0,China,,,
Sales Associate,0.0,1.0,25000.0,USA,,,
Software Developer,2.0,7.0,90000.0,USA,,,
Operations Manager,1.0,18.0,170000.0,USA,,,
Marketing Coordinator,1.0,2.0,40000.0,Canada,,,
Data Scientist,3.0,15.0,150000.0,UK,,,
Human Resources Manager,1.0,8.0,95000.0,Australia,,,
Sales Associate,0.0,1.0,25000.0,USA,,,
Marketing Manager,2.0,10.0,110000.0,Canada,,,
Software Engineer,1.0,4.0,70000.0,Australia,,,
Data Scientist,3.0,22.0,220000.0,UK,,,
Software Developer,1.0,2.0,35000.0,USA,,,
Human Resources Manager,2.0,13.0,140000.0,China,,,
Operations Manager,1.0,9.0,110000.0,UK,,,
Sales Associate,0.0,1.0,25000.0,China,,,
Data Scientist,3.0,16.0,160000.0,USA,,,
Software Developer,1.0,5.0,80000.0,UK,,,
Marketing Coordinator,2.0,11.0,120000.0,Canada,,,
Operations Manager,1.0,6.0,90000.0,UK,,,
Human Resources Coordinator,2.0,2.0,45000.0,USA,,,
Data Scientist,3.0,15.0,150000.0,UK,,,
Human Resources Manager,1.0,8.0,95000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Marketing Manager,2.0,10.0,110000.0,Australia,,,
Software Engineer,1.0,4.0,70000.0,UK,,,
Data Scientist,3.0,22.0,220000.0,UK,,,
Software Developer,1.0,2.0,35000.0,USA,,,
Human Resources Manager,2.0,13.0,140000.0,Australia,,,
Operations Manager,1.0,9.0,110000.0,China,,,
Sales Associate,0.0,1.0,25000.0,China,,,
Data Scientist,3.0,16.0,160000.0,UK,,,
Software Developer,1.0,5.0,80000.0,China,,,
Marketing Coordinator,2.0,11.0,120000.0,China,,,
Operations Manager,1.0,6.0,90000.0,Australia,,,
Human Resources Coordinator,2.0,2.0,45000.0,USA,,,
Data Scientist,3.0,15.0,150000.0,USA,,,
Human Resources Manager,1.0,8.0,95000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,Australia,,,
Marketing Manager,2.0,10.0,110000.0,Australia,,,
Software Engineer,1.0,4.0,70000.0,Canada,,,
Data Scientist,3.0,22.0,220000.0,China,,,
Software Developer,1.0,2.0,35000.0,China,,,
Human Resources Manager,2.0,13.0,140000.0,USA,,,
Operations Manager,1.0,9.0,110000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,Australia,,,
Data Scientist,3.0,16.0,160000.0,Australia,,,
Software Developer,1.0,5.0,80000.0,China,,,
Marketing Coordinator,2.0,11.0,120000.0,USA,,,
Operations Manager,1.0,6.0,90000.0,USA,,,
Human Resources Coordinator,2.0,2.0,45000.0,Australia,,,
Data Scientist,3.0,15.0,150000.0,Australia,,,
Human Resources Manager,1.0,8.0,95000.0,UK,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,10.0,110000.0,UK,,,
Software Engineer,1.0,4.0,70000.0,China,,,
Data Scientist,3.0,22.0,220000.0,Australia,,,
Software Developer,1.0,2.0,35000.0,Australia,,,
Human Resources Manager,2.0,13.0,140000.0,UK,,,
Operations Manager,1.0,9.0,110000.0,Australia,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Data Scientist,3.0,16.0,160000.0,UK,,,
Software Developer,1.0,5.0,80000.0,Australia,,,
Marketing Coordinator,2.0,11.0,120000.0,China,,,
Operations Manager,1.0,6.0,90000.0,USA,,,
Human Resources Coordinator,2.0,2.0,45000.0,USA,,,
Data Scientist,3.0,15.0,150000.0,Canada,,,
Human Resources Manager,1.0,8.0,95000.0,China,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,10.0,110000.0,USA,,,
Software Engineer,1.0,4.0,70000.0,China,,,
Data Scientist,3.0,22.0,220000.0,Canada,,,
Software Developer,1.0,2.0,35000.0,China,,,
Human Resources Manager,2.0,13.0,140000.0,USA,,,
Operations Manager,1.0,9.0,110000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,USA,,,
Data Scientist,3.0,16.0,160000.0,Canada,,,
Software Developer,1.0,5.0,80000.0,Australia,,,
Marketing Coordinator,2.0,11.0,120000.0,China,,,
Operations Manager,1.0,6.0,90000.0,China,,,
Human Resources Coordinator,2.0,2.0,45000.0,China,,,
Data Scientist,3.0,15.0,150000.0,USA,,,
Human Resources Manager,1.0,8.0,95000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,USA,,,
Marketing Manager,2.0,10.0,110000.0,USA,,,
Software Engineer,1.0,4.0,70000.0,USA,,,
Data Scientist,3.0,22.0,220000.0,USA,,,
Software Developer,1.0,2.0,35000.0,Canada,,,
Human Resources Manager,2.0,13.0,140000.0,USA,,,
Operations Manager,1.0,9.0,110000.0,UK,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Data Scientist,3.0,16.0,160000.0,China,,,
Software Developer,1.0,5.0,80000.0,Australia,,,
Marketing Coordinator,2.0,11.0,120000.0,China,,,
Operations Manager,1.0,6.0,90000.0,China,,,
Human Resources Coordinator,2.0,2.0,45000.0,Australia,,,
Data Scientist,3.0,15.0,150000.0,USA,,,
Human Resources Manager,1.0,8.0,95000.0,UK,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,10.0,110000.0,USA,,,
Software Engineer,1.0,4.0,70000.0,Australia,,,
Data Scientist,3.0,22.0,220000.0,Australia,,,
Software Developer,1.0,2.0,35000.0,Australia,,,
Human Resources Manager,2.0,13.0,140000.0,UK,,,
Operations Manager,1.0,9.0,110000.0,China,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Data Scientist,3.0,16.0,160000.0,China,,,
Software Developer,1.0,5.0,80000.0,China,,,
Marketing Coordinator,2.0,11.0,120000.0,Canada,,,
Operations Manager,1.0,6.0,90000.0,China,,,
Human Resources Coordinator,2.0,2.0,45000.0,USA,,,
Data Scientist,3.0,15.0,150000.0,Canada,,,
Human Resources Manager,1.0,8.0,95000.0,China,,,
Sales Associate,0.0,1.0,25000.0,Australia,,,
Marketing Manager,2.0,10.0,110000.0,Australia,,,
Software Engineer,1.0,4.0,70000.0,Canada,,,
Data Scientist,3.0,22.0,220000.0,China,,,
Software Developer,1.0,2.0,35000.0,Australia,,,
Human Resources Manager,2.0,13.0,140000.0,UK,,,
Operations Manager,1.0,9.0,110000.0,UK,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Data Scientist,3.0,16.0,160000.0,Australia,,,
Software Developer,1.0,5.0,80000.0,USA,,,
Software Engineer,1.0,6.0,85000.0,Canada,,,
Marketing Manager,2.0,4.0,62000.0,China,,,
Data Scientist,3.0,13.0,138000.0,China,,,
Human Resources Coordinator,1.0,2.0,47000.0,China,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Software Developer,2.0,8.0,95000.0,UK,,,
Operations Manager,1.0,19.0,174000.0,Canada,,,
Marketing Coordinator,1.0,2.0,41000.0,China,,,
Data Scientist,3.0,16.0,162000.0,Australia,,,
Human Resources Manager,1.0,9.0,99000.0,Canada,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Marketing Manager,2.0,11.0,117000.0,UK,,,
Software Engineer,1.0,5.0,75000.0,Australia,,,
Data Scientist,3.0,23.0,225000.0,UK,,,
Software Developer,1.0,2.0,36000.0,UK,,,
Human Resources Manager,2.0,14.0,146000.0,USA,,,
Operations Manager,1.0,10.0,113000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Data Scientist,3.0,17.0,168000.0,USA,,,
Software Developer,1.0,6.0,85000.0,USA,,,
Marketing Coordinator,2.0,12.0,122000.0,Australia,,,
Operations Manager,1.0,7.0,96000.0,Australia,,,
Human Resources Coordinator,2.0,3.0,49000.0,Australia,,,
Data Scientist,3.0,16.0,162000.0,China,,,
Human Resources Manager,1.0,9.0,99000.0,UK,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Marketing Manager,2.0,11.0,117000.0,USA,,,
Software Engineer,1.0,5.0,75000.0,USA,,,
Data Scientist,3.0,23.0,225000.0,USA,,,
Software Developer,1.0,2.0,36000.0,USA,,,
Human Resources Manager,2.0,14.0,146000.0,Australia,,,
Operations Manager,1.0,10.0,113000.0,UK,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Data Scientist,3.0,17.0,168000.0,Canada,,,
Software Developer,1.0,6.0,85000.0,USA,,,
Marketing Coordinator,2.0,12.0,122000.0,Australia,,,
Operations Manager,1.0,7.0,96000.0,USA,,,
Human Resources Coordinator,2.0,3.0,49000.0,Canada,,,
Data Scientist,3.0,16.0,162000.0,Canada,,,
Human Resources Manager,1.0,9.0,99000.0,UK,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Marketing Manager,2.0,11.0,117000.0,USA,,,
Software Engineer,1.0,5.0,75000.0,Australia,,,
Data Scientist,3.0,23.0,225000.0,Australia,,,
Software Developer,1.0,2.0,36000.0,UK,,,
Human Resources Manager,2.0,14.0,146000.0,UK,,,
Operations Manager,1.0,10.0,113000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,UK,,,
Data Scientist,3.0,17.0,168000.0,USA,,,
Software Developer,1.0,6.0,85000.0,Australia,,,
Marketing Coordinator,2.0,12.0,122000.0,UK,,,
Operations Manager,1.0,7.0,96000.0,Australia,,,
Human Resources Coordinator,2.0,3.0,49000.0,China,,,
Data Scientist,3.0,16.0,162000.0,Australia,,,
Human Resources Manager,1.0,9.0,99000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Marketing Manager,2.0,11.0,117000.0,Australia,,,
Software Engineer,1.0,5.0,75000.0,USA,,,
Data Scientist,3.0,23.0,225000.0,Australia,,,
Software Developer,1.0,2.0,36000.0,Australia,,,
Human Resources Manager,2.0,14.0,146000.0,Australia,,,
Operations Manager,1.0,10.0,113000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,China,,,
Data Scientist,3.0,17.0,168000.0,UK,,,
Software Developer,1.0,6.0,85000.0,USA,,,
Marketing Coordinator,2.0,12.0,122000.0,UK,,,
Operations Manager,1.0,7.0,96000.0,UK,,,
Human Resources Coordinator,2.0,3.0,49000.0,China,,,
Data Scientist,3.0,16.0,162000.0,Canada,,,
Human Resources Manager,1.0,9.0,99000.0,China,,,
Sales Associate,0.0,1.0,26000.0,UK,,,
Marketing Manager,2.0,11.0,117000.0,Canada,,,
Software Engineer,1.0,5.0,75000.0,China,,,
Data Scientist,3.0,23.0,225000.0,Australia,,,
Software Developer,1.0,2.0,36000.0,Australia,,,
Human Resources Manager,2.0,14.0,146000.0,USA,,,
Operations Manager,1.0,10.0,113000.0,China,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Data Scientist,3.0,17.0,168000.0,Canada,,,
Software Developer,1.0,6.0,85000.0,UK,,,
Marketing Coordinator,2.0,12.0,122000.0,UK,,,
Operations Manager,1.0,7.0,96000.0,China,,,
Human Resources Coordinator,2.0,3.0,49000.0,Canada,,,
Data Scientist,3.0,16.0,162000.0,China,,,
Human Resources Manager,1.0,9.0,99000.0,UK,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Marketing Manager,2.0,11.0,117000.0,Canada,,,
Software Engineer,1.0,5.0,75000.0,Canada,,,
Data Scientist,3.0,23.0,225000.0,UK,,,
Software Developer,1.0,2.0,36000.0,Australia,,,
Human Resources Manager,2.0,14.0,146000.0,Canada,,,
Operations Manager,1.0,10.0,113000.0,Canada,,,
Sales Associate,0.0,1.0,26000.0,UK,,,
Data Scientist,3.0,17.0,168000.0,Canada,,,
Software Developer,1.0,6.0,85000.0,UK,,,
Marketing Coordinator,2.0,12.0,122000.0,Canada,,,
Operations Manager,1.0,7.0,96000.0,China,,,
Human Resources Coordinator,2.0,3.0,49000.0,USA,,,
Data Scientist,3.0,16.0,162000.0,USA,,,
Human Resources Manager,1.0,9.0,99000.0,China,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Marketing Manager,2.0,11.0,117000.0,USA,,,
Software Engineer,1.0,5.0,75000.0,UK,,,
Data Scientist,3.0,23.0,225000.0,Australia,,,
Software Developer,1.0,2.0,36000.0,UK,,,
Human Resources Manager,2.0,14.0,146000.0,UK,,,
Operations Manager,1.0,10.0,113000.0,Canada,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Data Scientist,3.0,17.0,168000.0,USA,,,
Software Developer,1.0,6.0,85000.0,Canada,,,
Marketing Coordinator,2.0,12.0,122000.0,Australia,,,
Operations Manager,1.0,7.0,96000.0,China,,,
Human Resources Coordinator,2.0,3.0,49000.0,Australia,,,
Data Scientist,3.0,16.0,162000.0,USA,,,
Human Resources Manager,1.0,9.0,99000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Marketing Manager,2.0,11.0,117000.0,USA,,,
Software Engineer,1.0,5.0,75000.0,UK,,,
Data Scientist,3.0,23.0,225000.0,UK,,,
Software Developer,1.0,2.0,36000.0,Australia,,,
Human Resources Manager,2.0,14.0,146000.0,USA,,,
Operations Manager,1.0,10.0,113000.0,China,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Data Scientist,3.0,17.0,168000.0,UK,,,
Software Developer,1.0,6.0,85000.0,Australia,,,
Software Developer,2.0,8.0,95000.0,USA,,,
Data Scientist,3.0,18.0,180000.0,UK,,,
Marketing Coordinator,1.0,2.0,41000.0,UK,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Marketing Manager,2.0,5.0,68000.0,UK,,,
Operations Manager,1.0,13.0,127000.0,UK,,,
Human Resources Coordinator,1.0,2.0,47000.0,Canada,,,
Data Scientist,3.0,15.0,155000.0,Canada,,,
Human Resources Manager,1.0,8.0,92000.0,China,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Marketing Manager,2.0,12.0,125000.0,Australia,,,
Software Engineer,1.0,4.0,71000.0,UK,,,
Data Scientist,3.0,24.0,240000.0,Canada,,,
Software Developer,1.0,2.0,36000.0,Canada,,,
Human Resources Manager,2.0,15.0,152000.0,China,,,
Operations Manager,1.0,11.0,119000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Data Scientist,3.0,19.0,190000.0,Australia,,,
Software Developer,1.0,6.0,85000.0,USA,,,
Marketing Coordinator,2.0,13.0,131000.0,UK,,,
Operations Manager,1.0,8.0,101000.0,USA,,,
Human Resources Coordinator,2.0,3.0,49000.0,UK,,,
Data Scientist,3.0,18.0,182000.0,USA,,,
Human Resources Manager,1.0,8.0,92000.0,China,,,
Sales Associate,0.0,1.0,26000.0,China,,,
Marketing Manager,2.0,12.0,125000.0,China,,,
Software Engineer,1.0,4.0,71000.0,Canada,,,
Data Scientist,3.0,24.0,240000.0,UK,,,
Software Developer,1.0,2.0,36000.0,USA,,,
Human Resources Manager,2.0,15.0,152000.0,Australia,,,
Operations Manager,1.0,11.0,119000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,China,,,
Data Scientist,3.0,19.0,190000.0,Canada,,,
Software Developer,1.0,6.0,85000.0,UK,,,
Marketing Coordinator,2.0,13.0,131000.0,USA,,,
Operations Manager,1.0,8.0,101000.0,USA,,,
Human Resources Coordinator,2.0,3.0,49000.0,UK,,,
Data Scientist,3.0,18.0,182000.0,USA,,,
Human Resources Manager,1.0,8.0,92000.0,Canada,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Marketing Manager,2.0,12.0,125000.0,Canada,,,
Software Engineer,1.0,4.0,71000.0,Australia,,,
Data Scientist,3.0,24.0,240000.0,China,,,
Software Developer,1.0,2.0,36000.0,USA,,,
Human Resources Manager,2.0,15.0,152000.0,Australia,,,
Operations Manager,1.0,11.0,119000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Data Scientist,3.0,19.0,190000.0,China,,,
Software Developer,1.0,6.0,85000.0,China,,,
Marketing Coordinator,2.0,13.0,131000.0,China,,,
Operations Manager,1.0,8.0,101000.0,China,,,
Human Resources Coordinator,2.0,3.0,49000.0,UK,,,
Data Scientist,3.0,18.0,182000.0,Australia,,,
Human Resources Manager,1.0,8.0,92000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,USA,,,
Marketing Manager,2.0,12.0,125000.0,UK,,,
Software Engineer,1.0,4.0,71000.0,Canada,,,
Data Scientist,3.0,24.0,240000.0,China,,,
Software Developer,1.0,2.0,36000.0,UK,,,
Human Resources Manager,2.0,15.0,152000.0,UK,,,
Operations Manager,1.0,11.0,119000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,UK,,,
Data Scientist,3.0,19.0,190000.0,UK,,,
Software Developer,1.0,6.0,85000.0,UK,,,
Marketing Coordinator,2.0,13.0,131000.0,UK,,,
Operations Manager,1.0,8.0,101000.0,USA,,,
Human Resources Coordinator,2.0,3.0,49000.0,Canada,,,
Data Scientist,3.0,18.0,182000.0,UK,,,
Human Resources Manager,1.0,8.0,92000.0,UK,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Marketing Manager,2.0,12.0,125000.0,UK,,,
Software Engineer,1.0,4.0,71000.0,USA,,,
Data Scientist,3.0,24.0,240000.0,USA,,,
Software Developer,1.0,2.0,36000.0,China,,,
Human Resources Manager,2.0,15.0,152000.0,UK,,,
Operations Manager,1.0,11.0,119000.0,USA,,,
Sales Associate,0.0,1.0,26000.0,China,,,
Data Scientist,3.0,19.0,190000.0,USA,,,
Software Developer,1.0,6.0,85000.0,China,,,
Marketing Coordinator,2.0,13.0,131000.0,Canada,,,
Operations Manager,1.0,8.0,101000.0,Australia,,,
Human Resources Coordinator,2.0,3.0,49000.0,Australia,,,
Data Scientist,3.0,18.0,182000.0,Australia,,,
Human Resources Manager,1.0,8.0,92000.0,Canada,,,
Sales Associate,0.0,1.0,26000.0,Australia,,,
Marketing Manager,2.0,12.0,125000.0,China,,,
Software Engineer,1.0,4.0,71000.0,Australia,,,
Data Scientist,3.0,24.0,240000.0,Canada,,,
Software Developer,1.0,2.0,36000.0,Australia,,,
Human Resources Manager,2.0,15.0,152000.0,Australia,,,
Operations Manager,1.0,11.0,119000.0,Canada,,,
Sales Associate,0.0,1.0,26000.0,UK,,,
Data Scientist,3.0,19.0,190000.0,Australia,,,
Software Developer,1.0,6.0,85000.0,Canada,,,
Marketing Coordinator,2.0,13.0,131000.0,Australia,,,
Operations Manager,1.0,8.0,101000.0,USA,,,
Human Resources Coordinator,2.0,3.0,49000.0,USA,,,
Data Scientist,3.0,18.0,182000.0,China,,,
Human Resources Manager,1.0,8.0,92000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,Canada,,,
Marketing Manager,2.0,12.0,125000.0,China,,,
Software Engineer,1.0,4.0,71000.0,USA,,,
Data Scientist,3.0,24.0,240000.0,Canada,,,
Software Developer,1.0,2.0,36000.0,Canada,,,
Human Resources Manager,2.0,15.0,152000.0,China,,,
Operations Manager,1.0,11.0,119000.0,China,,,
Sales Associate,0.0,1.0,26000.0,China,,,
Data Scientist,3.0,19.0,190000.0,USA,,,
Software Developer,1.0,6.0,85000.0,Australia,,,
Marketing Coordinator,2.0,13.0,131000.0,UK,,,
Operations Manager,1.0,8.0,101000.0,Canada,,,
Human Resources Coordinator,2.0,3.0,49000.0,UK,,,
Data Scientist,3.0,18.0,182000.0,Canada,,,
Human Resources Manager,1.0,8.0,92000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,UK,,,
Marketing Manager,2.0,12.0,125000.0,China,,,
Software Engineer,1.0,4.0,71000.0,Canada,,,
Data Scientist,3.0,24.0,240000.0,Canada,,,
Software Developer,1.0,2.0,36000.0,Canada,,,
Human Resources Manager,2.0,15.0,152000.0,UK,,,
Operations Manager,1.0,11.0,119000.0,Australia,,,
Sales Associate,0.0,1.0,26000.0,China,,,
Data Scientist,3.0,19.0,190000.0,Australia,,,
Software Developer,1.0,6.0,85000.0,UK,,,
Marketing Coordinator,2.0,13.0,131000.0,China,,,
Software Developer,1.0,3.0,62000.0,Canada,,,
Marketing Manager,2.0,16.0,137000.0,USA,,,
Data Scientist,3.0,9.0,112000.0,UK,,,
Human Resources Coordinator,1.0,2.0,45000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,USA,,,
Operations Manager,1.0,7.0,91000.0,USA,,,
Data Scientist,3.0,17.0,179000.0,UK,,,
Software Engineer,1.0,5.0,74000.0,Canada,,,
Marketing Manager,2.0,23.0,228000.0,Canada,,,
Software Developer,1.0,2.0,37000.0,Australia,,,
Data Scientist,3.0,19.0,193000.0,UK,,,
Operations Manager,1.0,11.0,119000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,Australia,,,
Software Developer,1.0,3.0,61000.0,UK,,,
Data Scientist,3.0,15.0,157000.0,Canada,,,
Human Resources Manager,2.0,8.0,92000.0,Australia,,,
Software Engineer,1.0,1.0,52000.0,USA,,,
Marketing Coordinator,1.0,4.0,58000.0,USA,,,
Data Scientist,3.0,22.0,219000.0,Canada,,,
Marketing Manager,2.0,6.0,77000.0,Canada,,,
Operations Manager,1.0,8.0,104000.0,Australia,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,UK,,,
Software Developer,1.0,2.0,37000.0,USA,,,
Data Scientist,3.0,18.0,183000.0,Canada,,,
Operations Manager,1.0,11.0,119000.0,Australia,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Marketing Manager,2.0,20.0,204000.0,UK,,,
Software Developer,1.0,3.0,61000.0,China,,,
Data Scientist,3.0,15.0,157000.0,Australia,,,
Human Resources Manager,2.0,8.0,92000.0,USA,,,
Software Engineer,1.0,1.0,52000.0,Australia,,,
Marketing Coordinator,1.0,4.0,58000.0,Canada,,,
Data Scientist,3.0,22.0,219000.0,UK,,,
Marketing Manager,2.0,6.0,77000.0,Australia,,,
Operations Manager,1.0,8.0,104000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Marketing Manager,2.0,20.0,204000.0,USA,,,
Software Developer,1.0,2.0,37000.0,Canada,,,
Data Scientist,3.0,18.0,183000.0,Australia,,,
Operations Manager,1.0,11.0,119000.0,UK,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,China,,,
Software Developer,1.0,3.0,61000.0,USA,,,
Data Scientist,3.0,15.0,157000.0,Canada,,,
Human Resources Manager,2.0,8.0,92000.0,China,,,
Software Engineer,1.0,1.0,52000.0,China,,,
Marketing Coordinator,1.0,4.0,58000.0,USA,,,
Data Scientist,3.0,22.0,219000.0,Australia,,,
Marketing Manager,2.0,6.0,77000.0,UK,,,
Operations Manager,1.0,8.0,104000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,China,,,
Software Developer,1.0,2.0,37000.0,Canada,,,
Data Scientist,3.0,18.0,183000.0,China,,,
Operations Manager,1.0,11.0,119000.0,China,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,Canada,,,
Software Developer,1.0,3.0,61000.0,Australia,,,
Data Scientist,3.0,15.0,157000.0,UK,,,
Human Resources Manager,2.0,8.0,92000.0,China,,,
Software Engineer,1.0,1.0,52000.0,China,,,
Marketing Coordinator,1.0,4.0,58000.0,USA,,,
Data Scientist,3.0,22.0,219000.0,UK,,,
Marketing Manager,2.0,6.0,77000.0,Canada,,,
Operations Manager,1.0,8.0,104000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,Australia,,,
Marketing Manager,2.0,20.0,204000.0,China,,,
Software Developer,1.0,2.0,37000.0,China,,,
Data Scientist,3.0,18.0,183000.0,UK,,,
Operations Manager,1.0,11.0,119000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Marketing Manager,2.0,20.0,204000.0,Australia,,,
Software Developer,1.0,3.0,61000.0,China,,,
Data Scientist,3.0,15.0,157000.0,Canada,,,
Human Resources Manager,2.0,8.0,92000.0,USA,,,
Software Engineer,1.0,1.0,52000.0,Canada,,,
Marketing Coordinator,1.0,4.0,58000.0,China,,,
Data Scientist,3.0,22.0,219000.0,UK,,,
Marketing Manager,2.0,6.0,77000.0,Australia,,,
Operations Manager,1.0,8.0,104000.0,USA,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Marketing Manager,2.0,20.0,204000.0,UK,,,
Software Developer,1.0,2.0,37000.0,Australia,,,
Data Scientist,3.0,18.0,183000.0,Australia,,,
Operations Manager,1.0,11.0,119000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,China,,,
Marketing Manager,2.0,20.0,204000.0,Canada,,,
Software Developer,1.0,3.0,61000.0,USA,,,
Data Scientist,3.0,15.0,157000.0,China,,,
Human Resources Manager,2.0,8.0,92000.0,USA,,,
Software Engineer,1.0,1.0,52000.0,Australia,,,
Marketing Coordinator,1.0,4.0,58000.0,Australia,,,
Data Scientist,3.0,22.0,219000.0,UK,,,
Marketing Manager,2.0,6.0,77000.0,USA,,,
Operations Manager,1.0,8.0,104000.0,China,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,USA,,,
Software Developer,1.0,2.0,37000.0,UK,,,
Data Scientist,3.0,18.0,183000.0,Canada,,,
Operations Manager,1.0,11.0,119000.0,China,,,
Sales Associate,0.0,1.0,25000.0,UK,,,
Marketing Manager,2.0,20.0,204000.0,Canada,,,
Software Developer,1.0,3.0,61000.0,Australia,,,
Data Scientist,3.0,15.0,157000.0,Canada,,,
Human Resources Manager,2.0,8.0,92000.0,UK,,,
Software Engineer,1.0,1.0,52000.0,China,,,
Marketing Coordinator,1.0,4.0,58000.0,UK,,,
Data Scientist,3.0,22.0,219000.0,Australia,,,
Marketing Manager,2.0,6.0,77000.0,UK,,,
Operations Manager,1.0,8.0,104000.0,Canada,,,
Sales Associate,0.0,1.0,25000.0,Canada,,,
Marketing Manager,2.0,20.0,204000.0,USA,,,
Software Developer,1.0,2.0,37000.0,Australia,,,
Data Scientist,3.0,18.0,183000.0,Canada,,,
Operations Manager,1.0,11.0,119000.0,USA,,,
